11   ,213010001
11   ,215004211
11   ,215004216
11   ,213010002
11   ,213010002
11   ,213010002
11   ,213010002
11   ,283000273
11   ,215003408
11   ,215003708
11   ,215004008
11   ,213010002
11   ,213010002
11   ,213010002
11   ,215003004
11   ,215003001
11   ,215003003
11   ,215003002
11   ,213010002
11   ,213020002
11   ,213010002
11   ,213020002
11   ,213020002
11   ,213020002
11   ,213020002
11   ,213010002
11   ,213062202
11   ,213062204
11   ,299010018
11   ,299010017
11   ,209110091
11   ,209130091
11   ,271000101
11   ,271000103
11   ,213010002
11   ,213020002
11   ,213010002
11   ,292030001
11   ,201011001
11   ,201011001
11   ,201011001
11   ,201011001
11   ,201011001
11   ,201011001
11   ,201011001
11   ,201011001
11   ,201011001
11   ,206110002
11   ,206220002
11   ,206130002
11   ,206140002
11   ,206110102
11   ,206220102
11   ,206130102
11   ,206140102
12   ,213010001
12   ,206110002
12   ,206220002
12   ,206130002
12   ,206140002
12   ,206110102
12   ,206130102
12   ,206220102
12   ,206140102
12   ,213010002
12   ,213010002
12   ,215003708
12   ,215004008
12   ,215003004
21   ,213010001
21   ,215004201
21   ,215004206
21   ,213010002
21   ,213010002
21   ,213010002
21   ,213010002
21   ,283000273
21   ,215003408
21   ,215003708
21   ,215004008
21   ,213010002
21   ,213010002
21   ,213010002
21   ,215003004
21   ,215003001
21   ,215003003
21   ,215003002
21   ,213010002
21   ,213020002
21   ,213010002
21   ,213020002
21   ,213020002
21   ,213020002
21   ,213020002
21   ,213010002
21   ,213062202
21   ,213062204
21   ,299010018
21   ,299010017
21   ,209110091
21   ,209130091
21   ,271000101
21   ,271000103
21   ,213010002
21   ,213020002
21   ,213010002
21   ,292030001
21   ,201011001
21   ,201011001
21   ,201011001
21   ,201011001
21   ,201011001
21   ,201011001
21   ,201011001
21   ,201011001
21   ,201011001
21   ,206110002
21   ,206220002
21   ,206130002
21   ,206140002
21   ,206110102
21   ,206220102
21   ,206130102
21   ,206140102
22   ,213010001
22   ,215004211
22   ,215004216
22   ,213010002
22   ,213010002
22   ,213010002
22   ,213010002
22   ,283000273
22   ,215003408
22   ,215003708
22   ,215004008
22   ,213010002
22   ,213010002
22   ,213010002
22   ,215003004
22   ,215003001
22   ,215003003
22   ,215003002
22   ,213010002
22   ,213020002
22   ,213010002
22   ,213020002
22   ,213020002
22   ,213020002
22   ,213020002
22   ,213010002
22   ,213062202
22   ,213062204
22   ,299010018
22   ,299010017
22   ,209220091
22   ,209140091
22   ,271000102
22   ,271000103
22   ,213010002
22   ,213020002
22   ,213010002
22   ,292030001
22   ,201011001
22   ,201011001
22   ,201011001
22   ,201011001
22   ,201011001
22   ,201011001
22   ,201011001
22   ,201011001
22   ,201011001
22   ,206110002
22   ,206220002
22   ,206130002
22   ,206140002
22   ,206140102
22   ,206130102
22   ,206220102
22   ,206110102
31   ,213010001
31   ,215004221
31   ,215004201
31   ,213010002
31   ,213010002
31   ,213010002
31   ,213010002
31   ,283000273
31   ,215003408
31   ,215003708
31   ,215004008
31   ,213010002
31   ,213010002
31   ,213010002
31   ,215003004
31   ,215003001
31   ,215003003
31   ,215003002
31   ,213010002
31   ,213020002
31   ,213010002
31   ,213020002
31   ,213020002
31   ,213020002
31   ,213020002
31   ,213010002
31   ,213062202
31   ,213062204
31   ,299010018
31   ,299010017
31   ,209130091
31   ,209220091
31   ,271000101
31   ,271000103
31   ,213010002
31   ,213020002
31   ,213010002
31   ,292030001
31   ,201011001
31   ,201011001
31   ,201011001
31   ,201011002
31   ,201011008
31   ,201011014
31   ,201011002
31   ,201011008
31   ,201011014
31   ,206110002
31   ,206220002
31   ,206130002
31   ,206140002
31   ,206110102
31   ,206220102
31   ,206130102
31   ,206140102
32   ,213010001
32   ,215004206
32   ,215004211
32   ,213010002
32   ,213010002
32   ,213010002
32   ,213010002
32   ,283000273
32   ,215003408
32   ,215003708
32   ,215004008
32   ,213010002
32   ,213010002
32   ,213010002
32   ,215003004
32   ,215003001
32   ,215003003
32   ,215003002
32   ,213010002
32   ,213020002
32   ,213010002
32   ,213020002
32   ,213020002
32   ,213020002
32   ,213020002
32   ,213010002
32   ,213062202
32   ,213062204
32   ,299010018
32   ,299010017
32   ,209140091
32   ,209110091
32   ,271000102
32   ,271000103
32   ,213010002
32   ,213020002
32   ,213010002
32   ,292030001
32   ,201011001
32   ,201011001
32   ,201011001
32   ,201011004
32   ,201011010
32   ,201011016
32   ,201011004
32   ,201011010
32   ,201011016
32   ,202110002
32   ,202220002
32   ,202130002
32   ,202140002
32   ,206140102
32   ,206130102
32   ,206220102
32   ,206110102
41   ,213010001
41   ,215004216
41   ,215004221
41   ,213010002
41   ,213010002
41   ,213010002
41   ,213010002
41   ,283000273
41   ,215003408
41   ,215003708
41   ,215004008
41   ,213010002
41   ,213010002
41   ,213010002
41   ,215003004
41   ,215003001
41   ,215003003
41   ,215003002
41   ,213010002
